0	69821.2
0.0166667	70281.8
0.0333333	69161.8
0.05	67975.2
0.0666667	66783.5
0.0833333	65691.5
0.1	64463
0.116667	63313.2
0.133333	62130.2
0.15	61075
0.166667	59900.8
0.183333	58779
0.2	57683.5
0.216667	56484.8
0.233333	55403.2
0.25	54204.5
0.266667	53044.2
0.283333	51903.2
0.3	50737.8
0.316667	49574
0.333333	48408.5
0.35	47262.2
0.366667	46131.8
0.383333	44964.5
0.4	43737.8
0.416667	43121.8
0.433333	42449.8
0.45	41984.2
0.466667	41524
0.483333	41023.5
0.5	40465.2
0.516667	39914
0.533333	39390.8
0.55	38984.8
0.566667	38552.5
0.583333	38181.5
0.6	37786
0.616667	37367.8
0.633333	36970.5
0.65	36606.5
0.666667	36218
0.683333	35841.8
0.7	35462
0.716667	35029.8
0.733333	34672.8
0.75	34270.2
0.766667	33883.5
0.783333	33528.2
0.8	33167.8
0.816667	32809
0.833333	32438
0.85	32100.2
0.866667	31675
0.883333	31314.5
0.9	31006.5
0.916667	30646
0.933333	30278.5
0.95	29907.5
0.966667	29573.2
0.983333	29219.8
1	28875
1.01667	28539
1.03333	28161
1.05	27797
1.06667	27471.5
1.08333	27172.2
1.1	26843.2
1.11667	26572
1.13333	26272.8
1.15	25973.5
1.16667	25679.5
1.18333	25411.8
1.2	25130
1.21667	24848.2
1.23333	24608.5
1.25	24332
1.26667	24055.5
1.28333	23789.5
1.3	23518.2
1.31667	23275
1.33333	22993.2
1.35	22725.5
1.36667	22464.8
1.38333	22186.5
1.4	21920.5
1.41667	21658
1.43333	21364
1.45	21117.2
1.46667	20951
1.48333	20758.5
1.5	20504.8
1.51667	20240.5
1.53333	20000.8
1.55	19761
1.56667	19514.2
1.58333	19316.5
1.6	19087.2
1.61667	18847.5
1.63333	18630.5
1.65	18415.2
1.66667	18203.5
1.68333	18026.8
1.7	17815
1.71667	17631.2
1.73333	17426.5
1.75	17227
1.76667	17039.8
1.78333	16829.8
1.8	16591.8
1.81667	16401
1.83333	16196.2
1.85	16033.5
1.86667	15865.5
1.88333	15706.2
1.9	15531.2
1.91667	15337
1.93333	15149.8
1.95	14973
1.96667	14817.2
1.98333	14647.5
2	14479.5
2.01667	14332.5
2.03333	14145.2
2.05	13959.8
2.06667	13779.5
2.08333	13625.5
2.1	13455.8
2.11667	13284.2
2.13333	13125
2.15	12962.2
2.16667	12817
2.18333	12682.2
2.2	12551
2.21667	12407.5
2.23333	12257
2.25	12101.2
2.26667	11945.5
2.28333	11791.5
2.3	11646.2
2.31667	11492.2
2.33333	11343.5
2.35	11221
2.36667	11100.2
2.38333	10976
2.4	10818.5
2.41667	10694.2
2.43333	10566.5
2.45	10442.2
2.46667	10309.2
2.48333	10185
2.5	10053.8
2.51667	9931.25
2.53333	9787.75
2.55	9679.25
2.56667	9556.75
2.58333	9444.75
2.6	9336.25
2.61667	9219
2.63333	9100
2.65	8996.75
2.66667	8876
2.68333	8767.5
2.7	8676.5
2.71667	8550.5
2.73333	8435
2.75	8324.75
2.76667	8226.75
2.78333	8113
2.8	8008
2.81667	7918.75
2.83333	7817.25
2.85	7715.75
2.86667	7612.5
2.88333	7504
2.9	7411.25
2.91667	7318.5
2.93333	7232.75
2.95	7141.75
2.96667	7052.5
2.98333	6966.75
3	6884.5
3.01667	6790
3.03333	6707.75
3.05	6622
3.06667	6545
3.08333	6447
3.1	6371.75
3.11667	6296.5
3.13333	6214.25
3.15	6112.75
3.16667	6044.5
3.18333	5960.5
3.2	5871.25
3.21667	5796
3.23333	5708.5
3.25	5640.25
3.26667	5579
3.28333	5521.25
3.3	5444.25
3.31667	5365.5
3.33333	5307.75
3.35	5244.75
3.36667	5197.5
3.38333	5118.75
3.4	5061
3.41667	5006.75
3.43333	4936.75
3.45	4884.25
3.46667	4814.25
3.48333	4754.75
3.5	4709.25
3.51667	4646.25
3.53333	4606
3.55	4541.25
3.56667	4495.75
3.58333	4418.75
3.6	4380.25
3.61667	4315.5
3.63333	4268.25
3.65	4219.25
3.66667	4180.75
3.68333	4130
3.7	4081
3.71667	4039
3.73333	4009.25
3.75	3963.75
3.76667	3916.5
3.78333	3853.5
3.8	3792.25
3.81667	3760.75
3.83333	3711.75
3.85	3669.75
3.86667	3641.75
3.88333	3617.25
3.9	3577
3.91667	3535
3.93333	3494.75
3.95	3454.5
3.96667	3416
3.98333	3389.75
4	3363.5
4.01667	3342.5
4.03333	3298.75
4.05	3274.25
4.06667	3235.75
4.08333	3206
4.1	3172.75
4.11667	3143
4.13333	3113.25
4.15	3097.5
4.16667	3066
4.18333	3036.25
