0	19288.5
0.0333333	19057.5
0.0666667	18938.5
0.1	18676
0.133333	18574.5
0.166667	18354
0.2	18168.5
0.233333	17951.5
0.266667	17769.5
0.3	17542
0.333333	17370.5
0.366667	17139.5
0.4	16884
0.433333	16691.5
0.466667	16481.5
0.5	16226
0.533333	15995
0.566667	15778
0.6	15494.5
0.633333	15312.5
0.666667	15064
0.7	14787.5
0.733333	14584.5
0.766667	14381.5
0.8	14136.5
0.833333	13926.5
0.866667	13702.5
0.9	13471.5
0.933333	13177.5
0.966667	12992
1	12806.5
1.03333	12537
1.06667	12274.5
1.1	12064.5
1.13333	11861.5
1.16667	11620
1.2	11417
1.23333	11165
1.26667	10990
1.3	10836
1.33333	10699.5
1.36667	10475.5
1.4	10279.5
1.43333	10108
1.46667	9884
1.5	9740.5
1.53333	9555
1.56667	9397.5
1.6	9240
1.63333	9044
1.66667	8865.5
1.7	8736
1.73333	8585.5
1.76667	8442
1.8	8291.5
1.83333	8134
1.86667	8008
1.9	7885.5
1.93333	7735
1.96667	7567
2	7416.5
2.03333	7280
2.06667	7119
2.1	6972
2.13333	6856.5
2.16667	6716.5
2.2	6639.5
2.23333	6492.5
2.26667	6366.5
2.3	6258
2.33333	6142.5
2.36667	6020
2.4	5890.5
2.43333	5785.5
2.46667	5656
2.5	5558
2.53333	5453
2.56667	5390
2.6	5281.5
2.63333	5152
2.66667	5082
2.7	5019
2.73333	4910.5
2.76667	4830
2.8	4735.5
2.83333	4616.5
2.86667	4529
2.9	4445
2.93333	4403
2.96667	4322.5
3	4238.5
3.03333	4182.5
3.06667	4091.5
3.1	4021.5
3.13333	3969
3.16667	3916.5
3.2	3867.5
3.23333	3804.5
3.26667	3738
3.3	3668
3.33333	3570
3.36667	3496.5
3.4	3398.5
3.43333	3339
3.46667	3255
3.5	3216.5
3.53333	3129
3.56667	3027.5
3.6	2978.5
3.63333	2929.5
3.66667	2866.5
3.7	2821
3.73333	2779
3.76667	2730
3.8	2677.5
3.83333	2628.5
3.86667	2590
3.9	2534
3.93333	2471
3.96667	2411.5
4	2369.5
4.03333	2324
4.06667	2289
4.1	2261
4.13333	2222.5
4.16667	2194.5
4.2	2152.5
4.23333	2114
4.26667	2054.5
4.3	2012.5
4.33333	1984.5
4.36667	1946
4.4	1914.5
4.43333	1862
4.46667	1813
4.5	1767.5
4.53333	1722
4.56667	1680
4.6	1659
4.63333	1620.5
4.66667	1575
4.7	1526
4.73333	1491
4.76667	1456
4.8	1421
4.83333	1386
4.86667	1372
4.9	1337
4.93333	1316
4.96667	1295
5	1267
5.03333	1235.5
5.06667	1211
5.1	1214.5
5.13333	1232
5.16667	1284.5
5.2	1316
5.23333	1396.5
5.26667	1456
5.3	1501.5
5.33333	1592.5
5.36667	1645
5.4	1694
5.43333	1753.5
5.46667	1778
5.5	1813
5.53333	1932
5.56667	2023
5.6	2170
5.63333	2271.5
5.66667	2376.5
5.7	2380
5.73333	2471
5.76667	2586.5
5.8	2611
5.83333	2719.5
5.86667	2737
5.9	2807
5.93333	2863
5.96667	2961
6	3041.5
6.03333	3055.5
6.06667	3132.5
6.1	3216.5
6.13333	3307.5
6.16667	3388
6.2	3514
6.23333	3598
6.26667	3682
6.3	3762.5
6.33333	3850
6.36667	3923.5
6.4	4060
6.43333	4154.5
6.46667	4273.5
6.5	4308.5
6.53333	4357.5
6.56667	4413.5
6.6	4588.5
6.63333	4693.5
6.66667	4812.5
6.7	4875.5
6.73333	4917.5
6.76667	4945.5
6.8	5026
6.83333	5078.5
6.86667	5064.5
6.9	5106.5
6.93333	5113.5
6.96667	5155.5
7	5243
7.03333	5243
7.06667	5201
7.1	5453
7.13333	5761
7.16667	5964
7.2	6310.5
7.23333	6681.5
7.26667	7052.5
7.3	7633.5
7.33333	8228.5
7.36667	8816.5
7.4	9345
7.43333	9884
7.46667	10465
7.5	11140.5
7.53333	11655
7.56667	12096
7.6	12698
